종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"356680","엑스게이트","KOSDAQ","벤처기업부","9850","320","3.36","9570","10090","9570","3817111","37481211025","281153396200","28543492"
"070300","엑스큐어","KOSDAQ","벤처기업부","1478","51","3.57","1440","1552","1427","299993","447042390","34447861284","23307078"
"317770","엑스페릭스","KOSDAQ","벤처기업부","3645","-90","-2.41","3735","3735","3630","337890","1236638359","121288034745","33275181"
"373200","엑스플러스","KOSDAQ","벤처기업부","577","0","0.00","577","590","564","174960","100582437","63473078872","110005336"
"069920","엑시온그룹","KOSDAQ","중견기업부","1180","-63","-5.07","1240","1260","1180","583956","708270410","48147731160","40803162"
"092870","엑시콘","KOSDAQ","우량기업부","16390","1330","8.83","15230","17000","15120","1271840","20820884460","213902562830","13050797"
"019490","엑시큐어하이트론","KOSPI",,"674","19","2.90","655","677","638","769313","504603486","51515349980","76432270"
"317870","엔바이오니아","KOSDAQ","기술성장기업부","16610","-600","-3.49","17880","18260","16500","1502435","26306090215","141957680590","8546519"
"067570","엔브이에이치코리아","KOSDAQ","우량기업부","2320","-10","-0.43","2330","2335","2295","71830","166002393","97834400000","42170000"
"236810","엔비티","KOSDAQ","기술성장기업부","2840","-30","-1.05","2870","2880","2815","88896","252638585","48210209840","16975426"
"140610","엔솔바이오사이언스","KONEX","일반기업부","15630","140","0.90","15490","15900","15000","8133","126795660","208465578270","13337529"
"333620","엔시스","KOSDAQ","벤처기업부","7090","-180","-2.48","7270","7270","7080","20878","148766810","74844478960","10556344"
"101400","엔시트론","KOSDAQ","중견기업부","318","-2","-0.63","323","323","315","169494","53868870","21767332140","68450730"
"036570","엔씨소프트","KOSPI",,"222500","5000","2.30","221500","224000","215500","66750","14696341250","4793544895000","21544022"
"475230","엔알비","KOSDAQ","벤처기업부","10850","-50","-0.46","10930","10980","10590","98627","1058944785","113134458150","10427139"
"238170","엔에스엠","KONEX","일반기업부","719","-6","-0.83","724","724","641","215","138307","14936997796","20774684"
"078860","엔에스이엔엠","KOSDAQ","투자주의환기종목(소속부없음)","1358","0","0.00","1347","1367","1347","32268","43788300","80613945006","59362257"
"224760","엔에스컴퍼니","KONEX","일반기업부","3565","0","0.00","0","0","0","0","0","14045030500","3939700"
"451700","엔에이치스팩29호","KOSDAQ","SPAC(소속부없음)","2100","0","0.00","2100","2100","2100","79162","166240200","30135000000","14350000"
"466910","엔에이치스팩30호","KOSDAQ","SPAC(소속부없음)","2135","0","0.00","0","0","0","0","0","19428500000","9100000"
"481890","엔에이치스팩31호","KOSDAQ","SPAC(소속부없음)","2090","0","0.00","2090","2100","2085","70779","148025250","13261050000","6345000"
"265740","엔에프씨","KOSDAQ","중견기업부","6000","-40","-0.66","6040","6130","5860","78499","470346790","107181600000","17863600"
"354200","엔젠바이오","KOSDAQ","기술성장기업부","1546","17","1.11","1530","1554","1522","31055","47671964","38708945888","25038128"
"455900","엔젤로보틱스","KOSDAQ","기술성장기업부","29600","-300","-1.00","30000","30100","29100","152834","4507601700","449420677600","15183131"
"419080","엔젯","KOSDAQ","기술성장기업부","6050","-110","-1.79","6200","6430","6010","17287","105127640","64014910850","10580977"
"093510","엔지브이아이","KONEX","일반기업부","885","114","14.79","885","885","656","1235","859853","5327700000","6020000"
"208860","엔지스테크널러지","KOSDAQ","중견기업부","1558","-3","-0.19","1561","1585","1550","12588","19634259","52894057934","33949973"
"183490","엔지켐생명과학","KOSDAQ","기술성장기업부","1017","-15","-1.45","1050","1050","1012","192622","196365340","86511676554","85065562"
"085310","엔케이","KOSPI",,"1443","-43","-2.89","1490","1506","1440","1446068","2110259436","113824304646","78880322"
"182400","엔케이맥스","KOSDAQ","관리종목(소속부없음)","3685","0","0.00","0","0","0","0","0","263029901475","71378535"
"348370","엔켐","KOSDAQ","중견기업부","94300","-3100","-3.18","96500","96500","93300","152829","14468588400","2052670063500","21767445"
"069410","엔텔스","KOSDAQ","벤처기업부","5000","140","2.88","4900","5050","4855","65477","323912150","51224120000","10244824"
"227950","엔투텍","KOSDAQ","중견기업부","391","-7","-1.76","399","400","389","353941","138955836","67463549377","172541047"
"291230","엔피","KOSDAQ","중견기업부","1261","-26","-2.02","1276","1297","1260","85863","108920223","55604772275","44095775"
"048830","엔피케이","KOSDAQ","중견기업부","1125","-3","-0.27","1128","1135","1122","10176","11434708","21064413375","18723923"
"096870","엘디티","KOSDAQ","벤처기업부","2995","-5","-0.17","3020","3065","2995","10476","31594484","20001808000","6678400"
"276240","엘리비젼","KONEX","일반기업부","545","60","12.37","554","554","421","3","1520","6220160210","11413138"
"900140","엘브이엠씨홀딩스","KOSPI",,"1717","-28","-1.60","1745","1746","1709","481705","829625038","331793821744","193240432"
"290650","엘앤씨바이오","KOSDAQ","우량기업부","52500","-900","-1.69","53700","53900","52000","244505","12931954950","1292489625000","24618850"
"066970","엘앤에프","KOSPI",,"146300","100","0.07","143900","149000","142500","429560","62535721950","5313056256200","36316174"
"156100","엘앤케이바이오","KOSDAQ","벤처기업부","9270","-200","-2.11","9660","9740","9240","71288","664479020","192402289170","20755371"
"0041J0","엘에스스팩1호","KOSDAQ","SPAC(소속부없음)","2000","-5","-0.25","2005","2005","1998","25276","50559459","8220000000","4110000"
"311060","엘에이티","KONEX","일반기업부","3295","150","4.77","3400","3400","3030","1577","4982160","25790406530","7827134"
"073110","엘엠에스","KOSDAQ","벤처기업부","5850","0","0.00","5940","5940","5820","3100","18067340","52040166750","8895755"
"083310","엘오티베큠","KOSDAQ","우량기업부","13210","-30","-0.23","13300","13340","13040","66807","879184090","235270535930","17810033"
"037950","엘컴텍","KOSDAQ","중견기업부","828","-10","-1.19","835","838","824","228480","189284917","69922545732","84447519"
"489500","엘케이켐","KOSDAQ","벤처기업부","21200","-600","-2.75","21800","21850","21050","15699","334923400","133094787200","6278056"
"170920","엘티씨","KOSDAQ","벤처기업부","22100","1500","7.28","20750","22400","19900","432683","9204826310","225642547000","10210070"
"058630","엠게임","KOSDAQ","우량기업부","6180","-110","-1.75","6290","6300","6160","33759","209690645","120781159860","19543877"
"226590","엠디바이스","KOSDAQ","기술성장기업부","18280","1080","6.28","17900","19900","17300","2162011","40717006670","194330731520","10630784"
"058970","엠로","KOSDAQ","기술성장기업부","44550","1050","2.41","43800","45350","43500","95261","4253438475","550617417900","12359538"
"169330","엠브레인","KOSDAQ","중견기업부","2075","-35","-1.66","2110","2145","2070","4060","8451980","37945354850","18286918"
"097520","엠씨넥스","KOSPI",,"31800","400","1.27","31550","31950","31400","21479","681427450","571779327600","17980482"
"373170","엠아이큐브솔루션","KOSDAQ","벤처기업부","7600","-110","-1.43","7650","7730","7600","3318","25385290","38288268000","5037930"
"179290","엠아이텍","KOSDAQ","우량기업부","6570","-40","-0.61","6660","6660","6560","25292","166809090","212642504460","32365678"
"484870","엠앤씨솔루션","KOSPI",,"185500","-5500","-2.88","191000","191000","183700","16113","2994292200","1698048450000","9153900"
"009780","엠에스씨","KOSDAQ","우량기업부","9530","40","0.42","9490","9610","9400","64229","610428050","167728000000","17600000"
"123040","엠에스오토텍","KOSDAQ","우량기업부","2385","-30","-1.24","2410","2425","2375","63588","152285310","149368493115","62628299"
"432980","엠에프씨","KOSDAQ","기술성장기업부","3810","-15","-0.39","3795","3825","3770","9959","37870180","32734537020","8591742"
"413390","엠오티","KOSDAQ","중견기업부","8060","-220","-2.66","8280","8450","8040","876013","7203231035","93336250800","11580180"
"032790","엠젠솔루션","KOSDAQ","벤처기업부","941","49","5.49","891","961","891","253471","235702682","44755832590","47561990"
"033160","엠케이전자","KOSDAQ","중견기업부","9580","-320","-3.23","9860","9860","9410","137405","1316720710","211395450980","22066331"
"347890","엠투아이","KOSDAQ","벤처기업부","6180","-150","-2.37","6330","6360","6160","36757","229245210","104523600720","16913204"
"033310","엠투엔","KOSDAQ","우량기업부","1888","-31","-1.62","1921","1936","1880","35770","67608956","76166132128","40342231"
"259630","엠플러스","KOSDAQ","우량기업부","17470","-860","-4.69","18330","18370","17240","212519","3755453990","212394250320","12157656"
"105550","엣지파운드리","KOSDAQ","중견기업부","1900","-23","-1.20","1923","1949","1896","238559","456029083","148783396900","78307051"
"060850","영림원소프트랩","KOSDAQ","벤처기업부","6000","-70","-1.15","6080","6140","5980","11431","68851900","48786000000","8131000"
"014440","영보화학","KOSPI",,"4485","-60","-1.32","4545","4550","4480","26650","119904386","89700000000","20000000"
"143540","영우디에스피","KOSDAQ","벤처기업부","760","9","1.20","751","771","751","134672","102861166","33895920200","44599895"
"111770","영원무역","KOSPI",,"58800","-1000","-1.67","61200","61200","58100","34790","2053841500","2605514318400","44311468"
"009970","영원무역홀딩스","KOSPI",,"141400","300","0.21","144400","144400","137600","9693","1354472800","1908792111800","13499237"
"003520","영진약품","KOSPI",,"2040","-15","-0.73","2055","2065","2035","205383","419988367","373101171240","182892731"
"000670","영풍","KOSPI",,"45800","500","1.10","46000","46100","44900","14103","641058750","875167010000","19108450"
"006740","영풍제지","KOSPI",,"925","-12","-1.28","940","947","918","200039","185043095","52702418900","56975588"
"012280","영화금속","KOSPI",,"917","-2","-0.22","919","921","910","43822","40154203","47376351085","51664505"
"265560","영화테크","KOSDAQ","우량기업부","7640","-160","-2.05","7790","7790","7630","12951","99365805","81672975200","10690180"
"012160","영흥","KOSPI",,"562","-9","-1.58","567","579","560","70109","39477742","56936429064","101310372"
"036000","예림당","KOSDAQ","중견기업부","3060","-20","-0.65","3060","3085","3000","42922","130180210","70484887620","23034277"
"250930","예선테크","KOSDAQ","벤처기업부","711","98","15.99","602","780","583","16584536","11759250406","23463312840","33000440"
"053280","예스24","KOSDAQ","중견기업부","3845","55","1.45","3790","3870","3745","86621","330971622","96125000000","25000000"
"122640","예스티","KOSDAQ","벤처기업부","18520","-270","-1.44","18850","19050","18370","47177","874191810","395398684920","21349821"
"476040","오가노이드사이언스","KOSDAQ","기술성장기업부","32100","-1200","-3.60","33300","33500","31800","156070","5035310925","210410171400","6554834"
"900300","오가닉티코스메틱","KOSDAQ","외국기업(소속부없음)","376","3","0.80","378","378","369","516767","192348950","36096836224","96002224"
"212310","오건에코텍","KONEX","일반기업부","635","0","0.00","0","0","0","0","0","7337979990","11555874"
"045060","오공","KOSDAQ","우량기업부","2395","10","0.42","2400","2400","2385","12919","30878785","40576027730","16941974"
"192410","오늘이엔엠","KOSDAQ","투자주의환기종목(소속부없음)","1598","-9","-0.56","1615","1615","1570","39898","63784997","74565193654","46661573"
"080520","오디텍","KOSDAQ","벤처기업부","3100","-20","-0.64","3120","3160","3090","9483","29461355","36414487900","11746609"
"007310","오뚜기","KOSPI",,"390000","-1500","-0.38","392500","392500","388500","3197","1246273750","1563053700000","4007830"
"039830","오로라","KOSDAQ","우량기업부","21850","-100","-0.46","21950","22200","21100","93278","2015163250","235169146500","10762890"
"322310","오로스테크놀로지","KOSDAQ","벤처기업부","26300","-200","-0.75","26800","26850","26100","45353","1199089000","246340054600","9366542"
"046120","오르비텍","KOSDAQ","중견기업부","4245","225","5.60","4200","4380","4120","2400337","10200091013","116523068070","27449486"
"475830","오름테라퓨틱","KOSDAQ","기술성장기업부","41750","-1050","-2.45","41950","42350","41100","162179","6768149375","883368919750","21158537"
"014940","오리엔탈정공","KOSDAQ","우량기업부","11260","0","0.00","11310","11450","10880","1530385","17048663130","513159422860","45573661"
"002630","오리엔트바이오","KOSPI",,"571","-10","-1.72","581","584","568","480321","275114644","67710895855","118583005"
