종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"094820","일진파워","KOSDAQ","우량기업부","11750","10","0.09","12020","12250","11700","167661","2011628270","177174830750","15078709"
"271940","일진하이솔루스","KOSPI",,"20900","1400","7.18","21000","21200","20000","183183","3787910650","758945671000","36313190"
"015860","일진홀딩스","KOSPI",,"6580","140","2.17","6450","6610","6360","124067","806749505","324706438140","49347483"
"226320","잇츠한불","KOSPI",,"11780","-270","-2.24","12050","12050","11770","9800","115966770","258327330700","21929315"
"950140","잉글우드랩","KOSDAQ","외국기업(소속부없음)","12560","-160","-1.26","12730","12740","12500","33089","416054540","249540396960","19867866"
"049550","잉크테크","KOSDAQ","우량기업부","3040","-10","-0.33","3050","3075","3000","2016","6089960","59603082080","19606277"
"389020","자람테크놀로지","KOSDAQ","기술성장기업부","46300","9600","26.16","42950","46750","41550","670439","29458651500","286954899000","6197730"
"254120","자비스","KOSDAQ","기술성장기업부","1470","-37","-2.46","1507","1516","1398","136646","201533929","45208776900","30754270"
"043910","자연과환경","KOSDAQ","벤처기업부","631","-11","-1.71","642","645","629","648562","411148847","71550009367","113391457"
"234920","자이글","KOSDAQ","벤처기업부","5310","-240","-4.32","5530","5530","5290","131372","706922930","71849132100","13530910"
"289220","자이언트스텝","KOSDAQ","기술성장기업부","5290","-70","-1.31","5360","5380","5240","21862","115312830","118031649090","22312221"
"317400","자이에스앤디","KOSPI",,"3180","-10","-0.31","3195","3195","3150","17879","56674925","123328413600","38782520"
"033240","자화전자","KOSPI",,"21500","-50","-0.23","21700","21850","21450","36846","797541325","467767674000","21756636"
"174880","장원테크","KOSDAQ","관리종목(소속부없음)","2650","0","0.00","0","0","0","0","0","11610352250","4381265"
"049630","재영솔루텍","KOSDAQ","중견기업부","1200","-50","-4.00","1276","1276","1200","3338372","4145598271","122150184000","101791820"
"417840","저스템","KOSDAQ","벤처기업부","11100","-110","-0.98","11190","11300","10880","94282","1043296370","80616525000","7262750"
"000950","전방","KOSPI",,"32800","300","0.92","32950","32950","32200","1204","39206300","55104000000","1680000"
"079900","전진건설로봇","KOSPI",,"47250","-350","-0.74","47950","48000","47200","21598","1023780475","689497751250","14592545"
"110020","전진바이오팜","KOSDAQ","기술성장기업부","2800","65","2.38","2760","2870","2735","24794","69517045","25364533600","9058762"
"208140","정다운","KOSDAQ","우량기업부","2650","-10","-0.38","2660","2660","2645","57392","152269841","86613251900","32684246"
"040420","정상제이엘에스","KOSDAQ","우량기업부","6250","-30","-0.48","6280","6290","6250","10835","67833200","97984700000","15677552"
"045510","정원엔시스","KOSDAQ","중견기업부","1040","-15","-1.42","1025","1040","1020","30935","31835262","33497663680","32209292"
"217190","제너셈","KOSDAQ","벤처기업부","9180","490","5.64","8710","9290","8670","57253","512950890","80501017320","8769174"
"095700","제넥신","KOSDAQ","기술성장기업부","5220","-180","-3.33","5450","5490","5210","167611","884434885","237721378680","45540494"
"122310","제노레이","KOSDAQ","우량기업부","4895","-45","-0.91","4985","4985","4870","18506","90644251","71241066380","14553844"
"361390","제노코","KOSDAQ","벤처기업부","16880","-130","-0.76","17030","17300","16780","25453","431816630","148557318320","8800789"
"066830","제노텍","KONEX","일반기업부","1255","161","14.72","1255","1255","1255","1","1255","7112310900","5667180"
"225220","제놀루션","KOSDAQ","벤처기업부","2155","-60","-2.71","2215","2215","2150","41538","89924532","41354495255","19190021"
"123330","제닉","KOSDAQ","벤처기업부","19410","-690","-3.43","20100","20300","19300","48482","947253145","154672078800","7968680"
"381620","제닉스로보틱스","KOSDAQ","중견기업부","17110","790","4.84","16220","17550","16150","1596852","27399156710","224447611200","13117920"
"159580","제로투세븐","KOSDAQ","중견기업부","4130","-40","-0.96","4210","4210","4120","43322","179255025","82734786680","20032636"
"147830","제룡산업","KOSDAQ","벤처기업부","6510","40","0.62","6500","6610","6440","168407","1099841020","130200000000","20000000"
"033100","제룡전기","KOSDAQ","우량기업부","39550","1000","2.59","39150","39850","38500","199953","7867645125","635268275950","16062409"
"079370","제우스","KOSDAQ","우량기업부","15600","130","0.84","15530","15650","15350","170354","2637918370","483865044000","31016990"
"054950","제이브이엠","KOSDAQ","우량기업부","32200","50","0.16","32350","32350","31550","54530","1738298475","389294522400","12089892"
"023440","제이스코홀딩스","KOSDAQ","중견기업부","1400","-19","-1.34","1417","1424","1376","292201","407837314","124062461600","88616044"
"090470","제이스텍","KOSDAQ","우량기업부","3440","-80","-2.27","3520","3520","3390","26114","89359915","60119483360","17476594"
"137950","제이씨케미칼","KOSDAQ","우량기업부","3365","-35","-1.03","3420","3420","3340","46117","155111325","74931194110","22267814"
"033320","제이씨현시스템","KOSDAQ","벤처기업부","4700","25","0.53","4680","4705","4640","31779","148275834","89837830400","19114432"
"417500","제이아이테크","KOSDAQ","우량기업부","3160","-20","-0.63","3180","3190","3120","39937","125681835","103599791040","32784744"
"348950","제이알글로벌리츠","KOSPI",,"2955","0","0.00","2960","2965","2940","207576","612585508","583246080000","197376000"
"204270","제이앤티씨","KOSDAQ","중견기업부","26200","-950","-3.50","27400","27500","26050","228063","6054051100","1515629809200","57848466"
"127120","제이에스링크","KOSDAQ","벤처기업부","19330","-640","-3.20","20300","20350","19330","128015","2519100135","580534197970","30032809"
"194370","제이에스코퍼레이션","KOSPI",,"10100","-50","-0.49","10250","10260","10070","25537","258955675","293069255800","29016758"
"026040","제이에스티나","KOSDAQ","중견기업부","3605","-395","-9.88","3930","3930","3590","861167","3210338258","59496162950","16503790"
"452160","제이엔비","KOSDAQ","중견기업부","7580","10","0.13","7640","7650","7500","43983","332367395","72900854660","9617527"
"126880","제이엔케이글로벌","KOSDAQ","우량기업부","4560","-5","-0.11","4670","4670","4500","170940","781967446","105814357680","23204903"
"322510","제이엘케이","KOSDAQ","기술성장기업부","5720","-270","-4.51","6010","6010","5690","67152","389605470","146025262240","25528892"
"254160","제이엠멀티","KONEX","일반기업부","2600","-110","-4.06","2600","2600","2600","10","26000","13416000000","5160000"
"033050","제이엠아이","KOSDAQ","벤처기업부","793","-12","-1.49","805","805","792","10314","8223051","25835418206","32579342"
"094970","제이엠티","KOSDAQ","벤처기업부","2660","-5","-0.19","2665","2690","2645","78682","209547150","44550318400","16748240"
"418550","제이오","KOSDAQ","기술성장기업부","9390","-50","-0.53","9440","9520","9380","64666","609301750","300645949470","32017673"
"025620","제이준코스메틱","KOSPI",,"14430","-570","-3.80","14980","14980","14140","56005","805927010","122359185000","8479500"
"420570","제이투케이바이오","KOSDAQ","벤처기업부","8750","-170","-1.91","8920","8920","8700","9111","79937030","51165476250","5847483"
"089790","제이티","KOSDAQ","벤처기업부","4880","110","2.31","4785","4950","4720","93224","453695800","50339703440","10315513"
"0010V0","제이피아이헬스케어","KOSDAQ","벤처기업부","19660","-540","-2.67","20200","20550","19560","110143","2192545340","100372164000","5105400"
"030000","제일기획","KOSPI",,"20400","0","0.00","20650","20700","20300","200100","4090063675","2346840990000","115041225"
"052670","제일바이오","KOSDAQ","관리종목(소속부없음)","2080","0","0.00","0","0","0","0","0","60588453120","29129064"
"271980","제일약품","KOSPI",,"14600","0","0.00","14940","14940","14440","11436","166932760","214691131200","14704872"
"412540","제일엠앤에스","KOSDAQ","관리종목(소속부없음)","3935","0","0.00","0","0","0","0","0","81063616775","20600665"
"001560","제일연마","KOSPI",,"9540","-260","-2.65","9800","9800","9530","4676","44837440","93492000000","9800000"
"199820","제일일렉트릭","KOSDAQ","우량기업부","11250","500","4.65","10780","11410","10730","918777","10271934745","249975000000","22220000"
"038010","제일테크노스","KOSDAQ","우량기업부","6700","-140","-2.05","6870","6900","6680","28160","190369380","60300000000","9000000"
"002620","제일파마홀딩스","KOSPI",,"8220","-130","-1.56","8350","8350","8150","1704","13980150","131300978100","15973355"
"080220","제주반도체","KOSDAQ","우량기업부","21050","400","1.94","21350","21650","20850","515629","10930115100","725021634650","34442833"
"006220","제주은행","KOSPI",,"13770","-50","-0.36","13820","13860","13750","79200","1091128645","520486129890","37798557"
"089590","제주항공","KOSPI",,"5845","-65","-1.10","5950","5960","5830","56968","333617350","471346557325","80640985"
"216080","제테마","KOSDAQ","우량기업부","6040","-190","-3.05","6230","6280","6010","64094","390023825","216585448720","35858518"
"337930","젝시믹스","KOSDAQ","우량기업부","4650","-95","-2.00","4745","4770","4640","61525","287525049","137995608750","29676475"
"229000","젠큐릭스","KOSDAQ","기술성장기업부","1522","-6","-0.39","1520","1534","1520","15554","23683629","24531331172","16117826"
"082270","젬백스","KOSDAQ","벤처기업부","46300","-1550","-3.24","48200","48600","46250","98904","4667956700","1962675195900","42390393"
"004910","조광페인트","KOSPI",,"5310","-20","-0.38","5330","5330","5270","22973","121534740","67968000000","12800000"
"004700","조광피혁","KOSPI",,"62800","-300","-0.48","63000","63100","62600","936","58783650","417565866400","6649138"
"001550","조비","KOSPI",,"12040","-510","-4.06","12540","12540","11800","54569","661474105","62514557560","5192239"
"462520","조선내화","KOSPI",,"14590","-140","-0.95","14670","14800","14510","7029","102763075","172966901120","11855168"
"120030","조선선재","KOSPI",,"101800","600","0.59","102100","102700","100800","2176","220991900","128028871800","1257651"
"034940","조아제약","KOSDAQ","중견기업부","1120","-14","-1.23","1134","1136","1116","33223","37242384","34697406240","30979827"
"067000","조이시티","KOSDAQ","중견기업부","1968","-32","-1.60","2000","2025","1957","158621","313278386","137569981728","69903446"
"309930","조이웍스앤코","KOSDAQ","중견기업부","2685","70","2.68","2700","2735","2630","23197","62468330","65747723880","24487048"
"018470","조일알미늄","KOSPI",,"1410","3","0.21","1408","1416","1395","263779","371141921","178550726610","126631721"
"002600","조흥","KOSPI",,"155900","100","0.06","155800","156300","155800","9","1403300","93540000000","600000"
"185750","종근당","KOSPI",,"82700","-600","-0.72","84100","84100","82200","18152","1502181850","1141489906000","13802780"
"063160","종근당바이오","KOSPI",,"21750","-50","-0.23","21800","22200","21500","16625","360262900","119319673500","5485962"
"001630","종근당홀딩스","KOSPI",,"45950","-1200","-2.55","47050","47050","45650","10487","483219025","230203112950","5009861"
"033340","좋은사람들","KOSDAQ","중견기업부","2040","-190","-8.52","2205","2235","2025","6817488","14359108871","197779138320","96950558"
"036930","주성엔지니어링","KOSDAQ GLOBAL","우량기업부","31900","1500","4.93","30700","32300","30550","550348","17302973575","1507859439900","47268321"
"109070","주성코퍼레이션","KOSPI",,"952","-33","-3.35","985","992","950","161000","154899288","50275338960","52810230"
"044380","주연테크","KOSPI",,"502","2","0.40","504","504","492","93590","46892374","32369754164","64481582"
"072020","중앙백신","KOSDAQ","벤처기업부","9590","-40","-0.42","9630","9670","9500","10447","100096650","92626808330","9658687"
"000440","중앙에너비스","KOSDAQ","중견기업부","15870","30","0.19","15880","15880","15700","11488","181117450","98824553100","6227130"
"051980","중앙첨단소재","KOSDAQ","중견기업부","4025","-100","-2.42","4035","4035","3990","1602748","6418751255","447144128725","111091709"
"228760","지노믹트리","KOSDAQ","기술성장기업부","19920","-480","-2.35","20400","20450","19820","47946","958870910","485582708640","24376642"
"314130","지놈앤컴퍼니","KOSDAQ","기술성장기업부","2895","-15","-0.52","2910","2950","2860","72072","209013140","89992565925","31085515"
"013890","지누스","KOSPI",,"13650","-270","-1.94","13970","13970","13630","38050","523898645","303774962400","22254576"
"389030","지니너스","KOSDAQ","기술성장기업부","2040","-15","-0.73","2055","2075","2010","125155","255614580","68037763800","33351845"
"263860","지니언스","KOSDAQ","벤처기업부","21700","50","0.23","21650","22100","21400","22841","494603600","197027320000","9079600"
"303030","지니틱스","KOSDAQ","벤처기업부","790","-1","-0.13","791","803","786","33470","26484018","29288214310","37073689"
"036180","지더블유바이텍","KOSDAQ","투자주의환기종목(소속부없음)","577","0","0.00","0","0","0","0","0","53929030348","93464524"
"208350","지란지교시큐리티","KOSDAQ","벤처기업부","3135","40","1.29","3095","3165","3095","17844","55909730","26652421950","8501570"
"446840","지슨","KOSDAQ","기술성장기업부","1694","-26","-1.51","1720","1720","1686","74311","126026425","93614324342","55262293"
"144510","지씨셀","KOSDAQ","중견기업부","22450","-450","-1.97","22900","22900","22000","39645","883097250","354717722800","15800344"
"340450","지씨지놈","KOSDAQ","기술성장기업부","7450","-50","-0.67","7530","7580","7410","70938","529547280","176198407850","23650793"
"358570","지아이이노베이션","KOSDAQ","기술성장기업부","15040","-830","-5.23","15750","15800","14900","443817","6739490340","957653997120","63673803"
"382480","지아이텍","KOSDAQ","벤처기업부","2230","-30","-1.33","2285","2285","2225","206864","463902638","87766422200","39357140"
"382800","지앤비에스 에코","KOSDAQ","우량기업부","2990","25","0.84","2990","3020","2905","78833","233379865","95174812590","31831041"
"299480","지앤이헬스케어","KONEX","일반기업부","964","16","1.69","964","964","964","5","4820","10701116252","11100743"
"051160","지어소프트","KOSDAQ","중견기업부","7320","-80","-1.08","7420","7420","7280","31542","230800580","113272827600","15474430"
"053050","지에스이","KOSDAQ","우량기업부","2660","-40","-1.48","2700","2700","2650","132343","353005989","79767008020","29987597"
"076340","지에이이노더스","KONEX","일반기업부","5230","0","0.00","0","0","0","0","0","25477735800","4871460"
"388610","지에프씨생명과학","KOSDAQ","기술성장기업부","17150","-1040","-5.72","18020","18190","17100","104882","1826111520","90094249350","5253309"
"119850","지엔씨에너지","KOSDAQ","우량기업부","45400","8100","21.72","37950","46750","37350","3178630","136765054650","746780468600","16448909"
"065060","지엔코","KOSDAQ","중견기업부","828","16","1.97","813","845","812","77468","63558030","19707065712","23800804"
"204840","지엘팜텍","KOSDAQ","기술성장기업부","1197","4","0.34","1204","1204","1166","175175","205868996","92426601582","77215206"
"013870","지엠비코리아","KOSPI",,"3935","5","0.13","3935","3990","3910","23467","92496505","75049421800","19072280"
"071320","지역난방공사","KOSPI",,"97900","900","0.93","98700","98700","96300","11361","1110465050","1133559037600","11578744"
"311320","지오엘리먼트","KOSDAQ","기술성장기업부","7120","-10","-0.14","7130","7250","7000","13575","96892680","89815667200","12614560"
"456160","지투지바이오","KOSDAQ","기술성장기업부","176200","400","0.23","177100","182900","172700","319182","56911580500","954919776400","5419522"
"388050","지투파워","KOSDAQ","벤처기업부","9250","210","2.32","9200","9380","9040","555312","5103217245","173062292250","18709437"
"088790","진도","KOSPI",,"2020","-35","-1.70","2055","2060","2015","35543","71895750","25144442880","12447744"
"018120","진로발효","KOSDAQ","우량기업부","18400","20","0.11","18490","18590","18280","1057","19494690","121828608000","6621120"
"109820","진매트릭스","KOSDAQ","기술성장기업부","2500","-40","-1.57","2540","2580","2460","113754","284023126","50984100000","20393640"
"086060","진바이오텍","KOSDAQ","중견기업부","3980","-30","-0.75","4010","4030","3945","33299","132180155","34270136260","8610587"
"036890","진성티이씨","KOSDAQ","우량기업부","13310","70","0.53","13310","13500","13180","47069","626150130","293254212130","22032623"
"363250","진시스템","KOSDAQ","기술성장기업부","6050","-60","-0.98","6110","6200","6030","11779","72129920","42608927900","7042798"
"003780","진양산업","KOSPI",,"6870","20","0.29","6910","6930","6820","54372","373118005","89310000000","13000000"
"007370","진양제약","KOSDAQ","우량기업부","5490","-60","-1.08","5540","5560","5490","27718","152837470","72790592400","13258760"
"010640","진양폴리","KOSPI",,"4420","5","0.11","4425","4465","4355","45771","201852830","44200000000","10000000"
"100250","진양홀딩스","KOSPI",,"3275","-5","-0.15","3275","3285","3260","16764","54822343","183057081300","55895292"
"051630","진양화학","KOSPI",,"2700","-30","-1.10","2730","2780","2690","130051","355346770","57240000000","21200000"
"272450","진에어","KOSPI",,"7270","-60","-0.82","7340","7390","7240","74272","539728180","379494000000","52200000"
"285800","진영","KOSDAQ","벤처기업부","1966","-14","-0.71","1971","1998","1959","9919","19559318","34360312820","17477270"
"011000","진원생명과학","KOSPI",,"2150","-30","-1.38","2180","2180","2135","263828","565136174","183631362400","85409936"
"250030","진코스텍","KONEX","일반기업부","11680","10","0.09","11700","11700","11680","103","1203090","30243456160","2589337"
"002780","진흥기업","KOSPI",,"698","0","0.00","698","701","697","184598","128980191","101539278010","145471745"
"002787","진흥기업2우B","KOSPI",,"8250","0","0.00","0","0","0","0","0","2432166000","294808"
"002785","진흥기업우B","KOSPI",,"3670","0","0.00","3620","3670","3620","8","29210","3145990060","857218"
"233990","질경이","KONEX","일반기업부","1156","-92","-7.37","1349","1349","1151","316","404451","17068222088","14764898"
"085660","차바이오텍","KOSDAQ","중견기업부","12390","-100","-0.80","12660","12680","12220","358545","4437148270","946920407370","76426183"
"261780","차백신연구소","KOSDAQ","기술성장기업부","2755","-25","-0.90","2790","2900","2740","51600","142553025","74013752730","26865246"
"351870","차이커뮤니케이션","KOSDAQ","중견기업부","5880","70","1.20","5810","6020","5770","6372","37441250","65624574960","11160642"
"009310","참엔지니어링","KOSPI",,"1280","-6","-0.47","1293","1300","1248","16433","20902866","21726058240","16973483"
"094850","참좋은여행","KOSDAQ","벤처기업부","5940","-90","-1.49","6030","6030","5930","52156","310573760","83160000000","14000000"
"368030","창대정밀","KONEX","일반기업부","8580","0","0.00","0","0","0","0","0","15009054060","1749307"
"004650","창해에탄올","KOSDAQ","중견기업부","9800","-80","-0.81","9860","9900","9750","26003","254773920","90070673000","9190885"
"278280","천보","KOSDAQ","중견기업부","77000","-2400","-3.02","78600","78700","76000","71633","5516162000","770000000000","10000000"
"000650","천일고속","KOSPI",,"38650","-250","-0.64","38750","38900","38600","60","2321600","55239353000","1429220"
"362320","청담글로벌","KOSDAQ","중견기업부","8000","-290","-3.50","8340","8350","7950","289921","2331821345","168410320000","21051290"
"066360","체리부로","KOSDAQ","우량기업부","744","-10","-1.33","755","755","743","32364","24244324","35676299160","47952015"
"033250","체시스","KOSPI",,"1098","-14","-1.26","1111","1148","1094","222130","245121978","35136000000","32000000"
"047820","초록뱀미디어","KOSDAQ","중견기업부","5610","-60","-1.06","5670","5720","5530","36254","202952960","137186547300","24453930"
"094360","칩스앤미디어","KOSDAQ","벤처기업부","16110","140","0.88","16230","16280","15960","65029","1046742505","342324193140","21249174"
"016920","카스","KOSDAQ","중견기업부","1129","-7","-0.62","1136","1137","1121","76376","86205644","29911204402","26493538"
"284620","카이노스메드","KOSDAQ","투자주의환기종목(소속부없음)","1087","0","0.00","0","0","0","0","0","35965517911","33086953"
"035720","카카오","KOSPI",,"69400","5700","8.95","63800","69700","63100","8764967","591763288900","30696878777200","442318138"
"293490","카카오게임즈","KOSDAQ GLOBAL","중견기업부","16480","280","1.73","16210","16640","16090","215769","3546578015","1479688293280","89786911"
"323410","카카오뱅크","KOSPI",,"23550","100","0.43","23650","23700","23100","726212","17008352600","11233124791350","476990437"
"377300","카카오페이","KOSPI",,"54500","1100","2.06","53200","54700","52700","736175","39826011800","7364973149000","135137122"
"140430","카티스","KOSDAQ","벤처기업부","2170","-45","-2.03","2215","2220","2165","36662","79837425","41451815230","19102219"
"042000","카페24","KOSDAQ","기술성장기업부","38400","1200","3.23","37600","38900","37500","120676","4633065000","931317273600","24253054"
"006380","카프로","KOSPI",,"3660","0","0.00","0","0","0","0","0","618539985360","168999996"
"313760","캐리","KOSDAQ","투자주의환기종목(소속부없음)","1920","0","0.00","1911","1955","1901","56405","107926885","21517797120","11207186"
"317530","캐리소프트","KOSDAQ","기술성장기업부","4570","-175","-3.69","4745","4745","4520","7101","32630271","45880304780","10039454"
"071850","캐스텍코리아","KOSDAQ","투자주의환기종목(소속부없음)","1639","0","0.00","1621","1639","1621","3324","5413315","39763677382","24260938"
"198080","캐프","KOSDAQ","우량기업부","2065","0","0.00","2055","2075","2025","26459","54231125","44470157025","21535185"
"210120","캔버스엔","KOSDAQ","중견기업부","1947","-93","-4.56","2040","2110","1930","686219","1375656995","45915331935","23582605"
"050110","캠시스","KOSDAQ","중견기업부","732","2","0.27","730","770","726","102285","74866849","54039254376","73824118"
"452300","캡스톤파트너스","KOSDAQ","중견기업부","2780","-10","-0.36","2790","2790","2730","37942","104851831","39252223900","14119505"
"451760","컨텍","KOSDAQ","기술성장기업부","8530","70","0.83","8530","8800","8470","25993","223206720","130101231880","15252196"
"900310","컬러레이","KOSDAQ","외국기업(소속부없음)","660","-4","-0.60","664","666","655","48931","32231606","42267505500","64041675"
"078340","컴투스","KOSDAQ GLOBAL","중견기업부","35250","-450","-1.26","35950","36000","35100","28775","1016505550","449005863750","12737755"
"063080","컴투스홀딩스","KOSDAQ","중견기업부","20750","-200","-0.95","20800","20900","20550","13024","269440700","136850234000","6595192"
"307930","컴퍼니케이","KOSDAQ","중견기업부","5740","0","0.00","5740","5800","5650","19294","110394450","89601400000","15610000"
"079190","케스피온","KOSDAQ","벤처기업부","510","-1","-0.20","514","519","506","107021","54507538","19561312140","38355514"
"263700","케어랩스","KOSDAQ","중견기업부","4050","-190","-4.48","4200","4200","4040","73868","303086280","78627510000","19414200"
"214370","케어젠","KOSDAQ","벤처기업부","65900","-1300","-1.93","68200","68900","65400","114025","7625066550","3539818500000","53715000"
"221980","케이디켐","KOSDAQ","우량기업부","10320","-20","-0.19","10340","10350","10260","1678","17250950","41639136000","4034800"
"038530","케이바이오","KOSDAQ","중견기업부","262","25","10.55","238","292","234","18422084","5041462383","30317158914","115714347"
"001620","케이비아이동국실업","KOSPI",,"468","1","0.21","469","469","464","31664","14789093","52085138508","111293031"
"192250","케이사인","KOSDAQ","벤처기업부","12120","130","1.08","12030","12190","11880","27631","333244205","85653555000","7067125"
"431190","케이쓰리아이","KOSDAQ","기술성장기업부","4705","-130","-2.69","4835","4835","4680","74160","350539630","35223709610","7486442"
"029460","케이씨","KOSPI",,"26150","-50","-0.19","26250","26950","25850","29167","766316900","345997527450","13231263"
"115500","케이씨에스","KOSDAQ","중견기업부","11960","290","2.49","11920","12050","11740","139323","1661660255","143520000000","12000000"
"281820","케이씨텍","KOSPI",,"38400","150","0.39","39000","39000","37650","34927","1335644675","794508403200","20690323"
"089150","케이씨티","KOSDAQ","중견기업부","3655","-35","-0.95","3700","3700","3600","106976","388907426","62683250000","17150000"
"025880","케이씨피드","KOSDAQ","우량기업부","2630","-30","-1.13","2665","2665","2630","37532","99136116","43962706540","16715858"
"093320","케이아이엔엑스","KOSDAQ","우량기업부","91700","2700","3.03","88300","92400","88200","13210","1202788300","447496000000","4880000"
"093640","케이알엠","KOSDAQ","투자주의환기종목(소속부없음)","4015","10","0.25","4005","4050","3965","29347","117287890","130984761765","32623851"
"073010","케이에스피","KOSDAQ","우량기업부","6090","-80","-1.30","6180","6260","5930","595156","3600722295","244764712500","40191250"
"105330","케이엔더블유","KOSDAQ","중견기업부","5380","-50","-0.92","5440","5470","5300","15173","81361580","86402950640","16060028"
"053080","케이엔솔","KOSDAQ","우량기업부","11850","-110","-0.92","12050","12050","11790","17633","208687425","154047712950","12999807"
"199430","케이엔알시스템","KOSDAQ","기술성장기업부","25000","1900","8.23","23300","25400","23300","633756","15646669350","272430325000","10897213"
"432470","케이엔에스","KOSDAQ","벤처기업부","11840","-290","-2.39","12130","12230","11830","12893","154575080","103855223040","8771556"
"272110","케이엔제이","KOSDAQ","우량기업부","26300","1150","4.57","25700","26650","25150","122143","3155522600","211067888500","8025395"
"039420","케이엘넷","KOSDAQ","중견기업부","2875","10","0.35","2875","2885","2860","27998","80329015","69444848750","24154730"
"083550","케이엠","KOSDAQ","중견기업부","3160","-35","-1.10","3200","3200","3145","9989","31601350","40924802920","12950887"
"032500","케이엠더블유","KOSDAQ","중견기업부","17170","2510","17.12","17600","18430","16500","1970897","34323477505","699583631610","40744533"
"225430","케이엠제약","KOSDAQ","벤처기업부","629","-10","-1.56","639","639","620","32768","20825286","17540954450","27887050"
"102370","케이옥션","KOSDAQ","기술성장기업부","3975","-55","-1.36","4065","4065","3945","38285","151758850","108236109750","27229210"
"068100","케이웨더","KOSDAQ","기술성장기업부","3050","60","2.01","3040","3050","2955","42082","126264250","30315822700","9939614"
"106080","케이이엠텍","KOSDAQ","중견기업부","1898","-32","-1.66","1958","2070","1888","727313","1414795907","52533510198","27678351"
"455180","케이지에이","KOSDAQ","벤처기업부","5520","-60","-1.08","5560","5610","5420","139634","768636695","69649715040","12617702"
"381970","케이카","KOSPI",,"15030","-70","-0.46","15180","15180","14960","73270","1099952615","733777345440","48820848"
"145270","케이탑리츠","KOSPI",,"951","-3","-0.31","960","960","950","108616","103500292","45705796074","48060774"
"036030","케이티알파","KOSDAQ","우량기업부","5290","-90","-1.67","5470","5470","5250","35117","186423550","259312007070","49019283"
"064820","케이프","KOSDAQ","우량기업부","14210","-40","-0.28","14280","14380","13780","369496","5202989080","439113554880","30901728"
"024880","케이피에프","KOSDAQ","우량기업부","5460","-40","-0.73","5500","5500","5410","73201","398170955","112928077080","20682798"
"042040","케이피엠테크","KOSDAQ","중견기업부","231","-1","-0.43","232","236","229","432299","99991997","45078627594","195145574"
"054410","케이피티유","KOSDAQ","중견기업부","3545","0","0.00","3575","3635","3500","6638","23733904","20300243980","5726444"
"258610","케일럼","KOSDAQ","중견기업부","1785","-30","-1.65","1815","1889","1750","61960","111758891","47815032405","26787133"
"274090","켄코아에어로스페이스","KOSDAQ","기술성장기업부","10570","60","0.57","10530","10700","9990","68328","720060030","138517207500","13104750"
"402420","켈스","KONEX","일반기업부","1499","0","0.00","0","0","0","0","0","3520795737","2348763"
"089010","켐트로닉스","KOSDAQ","우량기업부","34700","1050","3.12","34100","37700","33850","2738874","97774465875","551186806200","15884346"
"220260","켐트로스","KOSDAQ","우량기업부","4290","-90","-2.05","4355","4380","4280","66695","288214635","113935137030","26558307"
"176590","코나솔","KONEX","일반기업부","4800","15","0.31","4305","5480","4305","22","111805","27951998400","5823333"
"052400","코나아이","KOSDAQ","우량기업부","51700","-300","-0.58","52100","52400","50100","195738","10044694950","752922144700","14563291"
"402030","코난테크놀로지","KOSDAQ","기술성장기업부","26400","1100","4.35","26050","26650","25750","48756","1279469525","304061683200","11517488"
"391710","코닉오토메이션","KOSDAQ","벤처기업부","2445","0","0.00","2445","2500","2410","308104","751802502","102849135270","42065086"
"046070","코다코","KOSDAQ","관리종목(소속부없음)","10280","0","0.00","0","0","0","0","0","159196994920","15486089"
"047770","코데즈컴바인","KOSDAQ","중견기업부","3400","-370","-9.81","3720","3985","3355","10872476","39366034283","128664846800","37842602"
"080530","코디","KOSDAQ","중견기업부","1148","-30","-2.55","1168","1187","1148","60955","70672623","63726484500","55510875"
"417310","코람코더원리츠","KOSPI",,"6910","50","0.73","6860","6970","6750","79622","549092570","279164000000","40400000"
"357120","코람코라이프인프라리츠","KOSPI",,"4347","-18","-0.41","4365","4365","4330","53376","232096385","423116783838","97335354"
"104540","코렌텍","KOSDAQ","기술성장기업부","5160","-50","-0.96","5180","5200","5080","29173","149666300","65974418400","12785740"
"027050","코리아나","KOSDAQ","중견기업부","2490","-45","-1.78","2535","2540","2480","204058","509039233","99600000000","40000000"
"007815","코리아써우","KOSPI",,"8170","-10","-0.12","8190","8390","8010","10331","84769810","24221517300","2964690"
"007810","코리아써키트","KOSPI",,"20150","180","0.90","20100","20850","19670","747705","15242405435","475958132650","23620751"
"00781K","코리아써키트2우B","KOSPI",,"7580","-210","-2.70","7990","7990","7580","153","1160550","5940438420","783699"
"190650","코리아에셋투자증권","KOSDAQ","우량기업부","6910","-20","-0.29","6950","6950","6890","2704","18664670","44141080000","6388000"
"123410","코리아에프티","KOSDAQ","우량기업부","6280","30","0.48","6270","6280","6060","307338","1893525005","174841881920","27841064"
"003690","코리안리","KOSPI",,"10780","-140","-1.28","10920","10930","10750","115414","1245533385","2100170714180","194821031"
"036690","코맥스","KOSDAQ","관리종목(소속부없음)","2885","0","0.00","0","0","0","0","0","45885746130","15904938"
"049430","코메론","KOSDAQ","우량기업부","10690","-10","-0.09","10700","10790","10620","9344","100082150","96723120000","9048000"
